"shard","parent_id","s3_prefix","neighborhood","city","region","country","country_code","destination","lat","lng","anchor_hint","why_fit"
"09","neighborhoods/au-adelaide/adelaide-cbd","images/Neighborhood_POIs/au-adelaide/adelaide-cbd/","Adelaide CBD","Adelaide","","Australia","AU","Adelaide CBD, Adelaide, Australia","-34.9294838","138.5974186","Adelaide Central Market","Central business dining core"
"10","neighborhoods/au-ballarat/city-centre","images/Neighborhood_POIs/au-ballarat/city-centre/","City Centre","Ballarat","","Australia","AU","City Centre, Ballarat, Australia","-37.56622","143.84957","Ballarat city center","Central urban district (auto-added, pop >=100k)"
"11","neighborhoods/au-bendigo/city-centre","images/Neighborhood_POIs/au-bendigo/city-centre/","City Centre","Bendigo","","Australia","AU","City Centre, Bendigo, Australia","-36.75818","144.28024","Bendigo city center","Central urban district (auto-added, pop >=100k)"
"12","neighborhoods/au-brisbane/brisbane-cbd","images/Neighborhood_POIs/au-brisbane/brisbane-cbd/","Brisbane CBD","Brisbane","","Australia","AU","Brisbane CBD, Brisbane, Australia","-27.4685063","153.0239259","King George Square","dense walkable business center"
"13","neighborhoods/au-canberra/civic","images/Neighborhood_POIs/au-canberra/civic/","Civic","Canberra","","Australia","AU","Civic, Canberra, Australia","-35.2802271","149.1332559","Canberra Centre","Central business district"
"14","neighborhoods/au-canberra/new-acton","images/Neighborhood_POIs/au-canberra/new-acton/","New Acton","Canberra","","Australia","AU","New Acton, Canberra, Australia","-35.2841887","149.1245382","NewActon Nishi","Creative arts and dining hub"
"15","neighborhoods/au-darwin/city-centre","images/Neighborhood_POIs/au-darwin/city-centre/","City Centre","Darwin","","Australia","AU","City Centre, Darwin, Australia","-12.46113","130.84185","Darwin city center","Central urban district (auto-added, pop >=100k)"
"16","neighborhoods/au-geelong/central-geelong","images/Neighborhood_POIs/au-geelong/central-geelong/","Central Geelong","Geelong","","Australia","AU","Central Geelong, Geelong, Australia","-38.1436956","144.3629778","Geelong Waterfront Carousel","Waterfront dining shopping district"
"17","neighborhoods/au-geelong/geelong-waterfront","images/Neighborhood_POIs/au-geelong/geelong-waterfront/","Geelong Waterfront","Geelong","","Australia","AU","Geelong Waterfront, Geelong, Australia","-38.1468247","144.3689464","Eastern Beach Reserve","Revitalized promenade dining tourism"
"18","neighborhoods/au-hobart/hobart-cbd","images/Neighborhood_POIs/au-hobart/hobart-cbd/","Hobart CBD","Hobart","","Australia","AU","Hobart CBD, Hobart, Australia","-42.8864785","147.3312465","Salamanca Place","central business waterfront"
"19","neighborhoods/au-hobart/salamanca","images/Neighborhood_POIs/au-hobart/salamanca/","Salamanca","Hobart","","Australia","AU","Salamanca, Hobart, Australia","-42.8869223","147.3321107","Salamanca Market","arts dining market precinct"
"00","neighborhoods/au-logan-city/beenleigh","images/Neighborhood_POIs/au-logan-city/beenleigh/","Beenleigh","Logan City","","Australia","AU","Beenleigh, Logan City, Australia","-27.7178487","153.204579","Beenleigh Railway Station","central transit and retail area"
"01","neighborhoods/au-logan-city/springwood","images/Neighborhood_POIs/au-logan-city/springwood/","Springwood","Logan City","","Australia","AU","Springwood, Logan City, Australia","-27.6332567","153.1375916","Springwood Central Shopping Centre","central commercial and dining hub"
"02","neighborhoods/au-melbourne/cbd","images/Neighborhood_POIs/au-melbourne/cbd/","CBD","Melbourne","","Australia","AU","CBD, Melbourne, Australia","-37.8179789","144.9690576","Federation Square","Central business district core"
"03","neighborhoods/au-newcastle/honeysuckle","images/Neighborhood_POIs/au-newcastle/honeysuckle/","Honeysuckle","Newcastle","","Australia","AU","Honeysuckle, Newcastle, Australia","-32.922699","151.7702179","Honeysuckle Boardwalk","Revitalized waterfront dining precinct"
"04","neighborhoods/au-perth/perth-cbd","images/Neighborhood_POIs/au-perth/perth-cbd/","Perth CBD","Perth","","Australia","AU","Perth CBD, Perth, Australia","-31.9575763","115.8569874","Elizabeth Quay","central business walkable core"
"05","neighborhoods/au-toowoomba/city-centre","images/Neighborhood_POIs/au-toowoomba/city-centre/","City Centre","Toowoomba","","Australia","AU","City Centre, Toowoomba, Australia","-27.56056","151.95386","Toowoomba city center","Central urban district (auto-added, pop >=100k)"
"06","neighborhoods/au-townsville/the-strand","images/Neighborhood_POIs/au-townsville/the-strand/","The Strand","Townsville","","Australia","AU","The Strand, Townsville, Australia","-19.2456347","146.811226","The Strand","Palm-lined seafront core"
"07","neighborhoods/az-baku/baku-boulevard-seaside","images/Neighborhood_POIs/az-baku/baku-boulevard-seaside/","Baku Boulevard / Seaside","Baku","","Azerbaijan","AZ","Baku Boulevard / Seaside, Baku, Azerbaijan","40.3685254","49.8434891","Baku Boulevard","Scenic waterfront promenade dining"
"08","neighborhoods/az-baku/fountains-square-sahil","images/Neighborhood_POIs/az-baku/fountains-square-sahil/","Fountains Square / Sahil","Baku","","Azerbaijan","AZ","Fountains Square / Sahil, Baku, Azerbaijan","40.37078","49.8364416","Fountains Square","Central pedestrian dining hub"
"09","neighborhoods/az-baku/icherisheher-old-city","images/Neighborhood_POIs/az-baku/icherisheher-old-city/","Icherisheher (Old City)","Baku","","Azerbaijan","AZ","Icherisheher (Old City), Baku, Azerbaijan","40.3661927","49.8372472","Maiden Tower","Historic walkable UNESCO core"
"10","neighborhoods/az-baku/nizami-street","images/Neighborhood_POIs/az-baku/nizami-street/","Nizami Street","Baku","","Azerbaijan","AZ","Nizami Street, Baku, Azerbaijan","40.3722065","49.8377341","Nizami Street","Pedestrian shopping dining strip"
"11","neighborhoods/az-ganja/city-centre","images/Neighborhood_POIs/az-ganja/city-centre/","City Centre","Ganja","","Azerbaijan","AZ","City Centre, Ganja, Azerbaijan","40.68157","46.36134","Ganja city center","Central urban district (auto-added, pop >=100k)"
"12","neighborhoods/az-mingachevir/city-centre","images/Neighborhood_POIs/az-mingachevir/city-centre/","City Centre","Mingachevir","","Azerbaijan","AZ","City Centre, Mingachevir, Azerbaijan","40.76422","47.06227","Mingachevir city center","Central urban district (auto-added, pop >=100k)"
"13","neighborhoods/az-sumqay-t/city-center","images/Neighborhood_POIs/az-sumqay-t/city-center/","City Center","Sumqayıt","","Azerbaijan","AZ","City Center, Sumqayıt, Azerbaijan","40.5946683","49.6824852","Sumqayıt City Central Park","Central district"
"14","neighborhoods/az-yevlakh/city-centre","images/Neighborhood_POIs/az-yevlakh/city-centre/","City Centre","Yevlakh","","Azerbaijan","AZ","City Centre, Yevlakh, Azerbaijan","40.61832","47.15014","Yevlakh city center","Central urban district (auto-added, pop >=100k)"
"15","neighborhoods/ba-banja-luka/city-centre","images/Neighborhood_POIs/ba-banja-luka/city-centre/","City Centre","Banja Luka","","Bosnia and Herzegovina","BA","City Centre, Banja Luka, Bosnia and Herzegovina","44.77879","17.20629","Banja Luka city center","Central urban district (auto-added, pop >=100k)"
"16","neighborhoods/ba-mostar/stari-grad","images/Neighborhood_POIs/ba-mostar/stari-grad/","Stari Grad","Mostar","","Bosnia and Herzegovina","BA","Stari Grad, Mostar, Bosnia and Herzegovina","43.3372839","17.8142668","Stari Grad","Old bridge UNESCO quarter"
"17","neighborhoods/ba-sarajevo/bascarsija","images/Neighborhood_POIs/ba-sarajevo/bascarsija/","Baščaršija","Sarajevo","","Bosnia and Herzegovina","BA","Baščaršija, Sarajevo, Bosnia and Herzegovina","43.8591507","18.4292855","Gazi Husrev-beg Mosque","Historic old town tourist core"
"18","neighborhoods/ba-sarajevo/centar","images/Neighborhood_POIs/ba-sarajevo/centar/","Centar","Sarajevo","","Bosnia and Herzegovina","BA","Centar, Sarajevo, Bosnia and Herzegovina","43.8550434","18.4026223","National Museum of Bosnia and Herzegovina","Central business cultural district"
"19","neighborhoods/ba-sarajevo/marijin-dvor","images/Neighborhood_POIs/ba-sarajevo/marijin-dvor/","Marijin Dvor","Sarajevo","","Bosnia and Herzegovina","BA","Marijin Dvor, Sarajevo, Bosnia and Herzegovina","43.8561615","18.4081742","Marijin Dvor Business Center","Modern central business district"
"00","neighborhoods/ba-tuzla/city-centre","images/Neighborhood_POIs/ba-tuzla/city-centre/","City Centre","Tuzla","","Bosnia and Herzegovina","BA","City Centre, Tuzla, Bosnia and Herzegovina","44.53842","18.66709","Tuzla city center","Central urban district (auto-added, pop >=100k)"
"01","neighborhoods/ba-zenica/city-centre","images/Neighborhood_POIs/ba-zenica/city-centre/","City Centre","Zenica","","Bosnia and Herzegovina","BA","City Centre, Zenica, Bosnia and Herzegovina","44.20169","17.90397","Zenica city center","Central urban district (auto-added, pop >=100k)"
"02","neighborhoods/bd-bagerhat/city-center","images/Neighborhood_POIs/bd-bagerhat/city-center/","City Center","Bagerhat","","Bangladesh","BD","City Center, Bagerhat, Bangladesh","22.6745023","89.7418308","Bagerhat Shat Gambuj Mosque","central town area"
"03","neighborhoods/bd-bandarban/town-centre","images/Neighborhood_POIs/bd-bandarban/town-centre/","Town Centre","Bāndarban","","Bangladesh","BD","Town Centre, Bāndarban, Bangladesh","22.195541","92.2181862","Bandarban DC Office","Central district"
"04","neighborhoods/bd-barishal/city-centre","images/Neighborhood_POIs/bd-barishal/city-centre/","City Centre","Barishal","","Bangladesh","BD","City Centre, Barishal, Bangladesh","22.70497","90.37013","Barishal city center","Central urban district (auto-added, pop >=100k)"
"05","neighborhoods/bd-bhatara/city-center","images/Neighborhood_POIs/bd-bhatara/city-center/","City Center","Bhātāra","","Bangladesh","BD","City Center, Bhātāra, Bangladesh","23.7988755","90.4290557","Bhātāra Central Mosque","dense Dhaka suburban district"
"06","neighborhoods/bd-bogra/city-centre","images/Neighborhood_POIs/bd-bogra/city-centre/","City Centre","Bogra","","Bangladesh","BD","City Centre, Bogra, Bangladesh","24.85098","89.37108","Bogra city center","Central urban district (auto-added, pop >=100k)"
"07","neighborhoods/bd-brahmanbaria/city-center","images/Neighborhood_POIs/bd-brahmanbaria/city-center/","City Center","Brāhmanbāria","","Bangladesh","BD","City Center, Brāhmanbāria, Bangladesh","23.978548","91.107236","Brāhmanbāria Central Mosque","central town area"
"08","neighborhoods/bd-chandpur/city-centre","images/Neighborhood_POIs/bd-chandpur/city-centre/","City Centre","Chāndpur","","Bangladesh","BD","City Centre, Chāndpur, Bangladesh","23.22714","90.65433","Chāndpur city center","Central urban district (auto-added, pop >=100k)"
"09","neighborhoods/bd-chattogram/agrabad","images/Neighborhood_POIs/bd-chattogram/agrabad/","Agrabad","Chattogram","","Bangladesh","BD","Agrabad, Chattogram, Bangladesh","22.3244537","91.8117232","Agrabad Commercial Area","Central business district"
"10","neighborhoods/bd-chattogram/gec-circle","images/Neighborhood_POIs/bd-chattogram/gec-circle/","GEC Circle","Chattogram","","Bangladesh","BD","GEC Circle, Chattogram, Bangladesh","22.3590309","91.821236","GEC Circle Roundabout","Central commercial hub"
"11","neighborhoods/bd-chattogram/khulshi","images/Neighborhood_POIs/bd-chattogram/khulshi/","Khulshi","Chattogram","","Bangladesh","BD","Khulshi, Chattogram, Bangladesh","22.3569692","91.8124585","Khulshi Jame Masjid","Affluent residential and dining area"
"12","neighborhoods/bd-comilla/city-centre","images/Neighborhood_POIs/bd-comilla/city-centre/","City Centre","Comilla","","Bangladesh","BD","City Centre, Comilla, Bangladesh","23.45967","91.1824773","Comilla Victoria College","Central commercial district"
"13","neighborhoods/bd-cox-s-bazar/kolatoli","images/Neighborhood_POIs/bd-cox-s-bazar/kolatoli/","Kolatoli","Cox’s Bāzār","","Bangladesh","BD","Kolatoli, Cox’s Bāzār, Bangladesh","21.414334","91.9831829","Kolatoli Beach","beach tourism hotel district"
"14","neighborhoods/bd-cox-s-bazar/town-center","images/Neighborhood_POIs/bd-cox-s-bazar/town-center/","Town Center","Cox’s Bāzār","","Bangladesh","BD","Town Center, Cox’s Bāzār, Bangladesh","21.4267563","91.9730356","Cox’s Bāzār Main Market","central market area"
"15","neighborhoods/bd-dinajpur/city-centre","images/Neighborhood_POIs/bd-dinajpur/city-centre/","City Centre","Dinajpur","","Bangladesh","BD","City Centre, Dinajpur, Bangladesh","25.62745","88.63779","Dinajpur city center","Central urban district (auto-added, pop >=100k)"
"16","neighborhoods/bd-faridpur/city-centre","images/Neighborhood_POIs/bd-faridpur/city-centre/","City Centre","Farīdpur","","Bangladesh","BD","City Centre, Farīdpur, Bangladesh","23.60612","89.84064","Farīdpur city center","Central urban district (auto-added, pop >=100k)"
"17","neighborhoods/bd-hathazari/town-centre","images/Neighborhood_POIs/bd-hathazari/town-centre/","Town Centre","Hāthazāri","","Bangladesh","BD","Town Centre, Hāthazāri, Bangladesh","22.501586","91.8068252","Hāthazāri Upazila Parishad","Central commercial area"
"18","neighborhoods/bd-jamalpur/city-centre","images/Neighborhood_POIs/bd-jamalpur/city-centre/","City Centre","Jamālpur","","Bangladesh","BD","City Centre, Jamālpur, Bangladesh","24.91965","89.94812","Jamālpur city center","Central urban district (auto-added, pop >=100k)"
"19","neighborhoods/bd-jessore/city-centre","images/Neighborhood_POIs/bd-jessore/city-centre/","City Centre","Jessore","","Bangladesh","BD","City Centre, Jessore, Bangladesh","23.16971","89.21371","Jessore city center","Central urban district (auto-added, pop >=100k)"
"00","neighborhoods/bd-karnaphuli/city-centre","images/Neighborhood_POIs/bd-karnaphuli/city-centre/","City Centre","Karnaphuli","","Bangladesh","BD","City Centre, Karnaphuli, Bangladesh","22.69056","92.23472","Karnaphuli city center","Central urban district (auto-added, pop >=100k)"
"01","neighborhoods/bd-khulna/khulna-sadar","images/Neighborhood_POIs/bd-khulna/khulna-sadar/","Khulna Sadar","Khulna","","Bangladesh","BD","Khulna Sadar, Khulna, Bangladesh","22.818133","89.5596188","Khulna City Central Bus Terminal","Central commercial urban core"
"02","neighborhoods/bd-kushtia/city-centre","images/Neighborhood_POIs/bd-kushtia/city-centre/","City Centre","Kushtia","","Bangladesh","BD","City Centre, Kushtia, Bangladesh","23.9028","89.11943","Kushtia city center","Central urban district (auto-added, pop >=100k)"
"03","neighborhoods/bd-maijdi/city-centre","images/Neighborhood_POIs/bd-maijdi/city-centre/","City Centre","Maijdi","","Bangladesh","BD","City Centre, Maijdi, Bangladesh","22.86667","91.1","Maijdi city center","Central urban district (auto-added, pop >=100k)"
"04","neighborhoods/bd-mirpur-model-thana/mirpur-dohs","images/Neighborhood_POIs/bd-mirpur-model-thana/mirpur-dohs/","Mirpur DOHS","Mirpur Model Thana","","Bangladesh","BD","Mirpur DOHS, Mirpur Model Thana, Bangladesh","23.8362232","90.3675069","Mirpur DOHS Central Mosque","planned affluent residential area"
"05","neighborhoods/bd-mohammadpur/city-centre","images/Neighborhood_POIs/bd-mohammadpur/city-centre/","City Centre","Mohammadpur","","Bangladesh","BD","City Centre, Mohammadpur, Bangladesh","24.89843","88.52844","Mohammadpur city center","Central urban district (auto-added, pop >=100k)"
"06","neighborhoods/bd-mymensingh/city-centre","images/Neighborhood_POIs/bd-mymensingh/city-centre/","City Centre","Mymensingh","","Bangladesh","BD","City Centre, Mymensingh, Bangladesh","24.75636","90.40646","Mymensingh city center","Central urban district (auto-added, pop >=100k)"
