"city","country","country_code","neighborhood","why_fit","confidence","lat","lng","anchor_spot","places_query","geocode_status","location_id","display_slug","internal_location_type","image_name_id","image_name_slug","matched_via","geo_distance_km","match_status"
"Brisbane","Australia","AU","South Brisbane","cultural arts riverside precinct","high","-27.4742755","153.0193023","Queensland Performing Arts Centre","Queensland Performing Arts Centre, South Brisbane, Brisbane, Australia","ok","6047608","australia/queensland/brisbane/south-brisbane","neighborhood","6047608.jpg","australia/queensland/brisbane/south-brisbane.jpg","seed:australia/queensland/brisbane/south-brisbane","0.4","resolved"
"Brisbane","Australia","AU","Teneriffe","upscale converted warehouse district","high","-27.4541079","153.0448073","Teneriffe Woolstores","Teneriffe Woolstores, Teneriffe, Brisbane, Australia","ok","6244078","australia/queensland/brisbane/teneriffe","neighborhood","6244078.jpg","australia/queensland/brisbane/teneriffe.jpg","seed:australia/queensland/brisbane/teneriffe","0.4","resolved"
"Brisbane","Australia","AU","West End","bohemian eclectic dining scene","high","-27.4797851","153.0125681","Boundary Street Markets","Boundary Street Markets, West End, Brisbane, Australia","ok","6003555","australia/queensland/brisbane/west-end","neighborhood","6003555.jpg","australia/queensland/brisbane/west-end.jpg","seed:australia/queensland/brisbane/west-end","0.8","resolved"
"Perth","Australia","AU","Cottesloe","affluent beachside dining area","high","-31.9964358","115.7511649","Cottesloe Beach Pavilion","Cottesloe Beach Pavilion, Cottesloe, Perth, Australia","ok","6131314","australia/western-australia/perth/cottesloe","neighborhood","6131314.jpg","australia/western-australia/perth/cottesloe.jpg","seed:australia/western-australia/perth/cottesloe","0.5","resolved"
"Perth","Australia","AU","Fremantle","historic creative port town","high","-32.0549838","115.7536591","Fremantle Prison","Fremantle Prison, Fremantle, Perth, Australia","ok","8079","australia/western-australia/perth/fremantle","neighborhood","8079.jpg","australia/western-australia/perth/fremantle.jpg","seed:australia/western-australia/perth/fremantle","0.8","resolved"
"Perth","Australia","AU","Leederville","hip dining cafe district","high","-31.935243","115.8438744","Leederville Oval","Leederville Oval, Leederville, Perth, Australia","ok","6211316","australia/western-australia/perth/leederville","neighborhood","6211316.jpg","australia/western-australia/perth/leederville.jpg","city-slug:australia/western-australia/perth/leederville","0.5","resolved"
"Perth","Australia","AU","Mount Lawley","bohemian dining residential area","high","-31.934086","115.872059","The Astor Theatre","The Astor Theatre, Mount Lawley, Perth, Australia","ok","6211336","australia/western-australia/perth/mount-lawley","neighborhood","6211336.jpg","australia/western-australia/perth/mount-lawley.jpg","city-slug:australia/western-australia/perth/mount-lawley","0.5","resolved"
"Perth","Australia","AU","Northbridge","nightlife dining cultural district","high","-31.9477195","115.8572507","Northbridge Piazza","Northbridge Piazza, Northbridge, Perth, Australia","ok","603202","australia/western-australia/perth/northbridge","neighborhood","603202.jpg","australia/western-australia/perth/northbridge.jpg","seed:australia/western-australia/perth/northbridge","0.2","resolved"
"Perth","Australia","AU","Perth CBD","central business walkable core","high","-31.9575763","115.8569874","Elizabeth Quay","Elizabeth Quay, Perth CBD, Perth, Australia","ok","","","","","","","","unresolved"
"Perth","Australia","AU","Subiaco","trendy upscale cafe neighborhood","high","-31.9472331","115.8241936","Subiaco Hotel","Subiaco Hotel, Subiaco, Perth, Australia","ok","6052193","australia/western-australia/perth/subiaco","neighborhood","6052193.jpg","australia/western-australia/perth/subiaco.jpg","seed:australia/western-australia/perth/subiaco","0.2","resolved"
"Adelaide","Australia","AU","Adelaide CBD","Central business dining core","high","-34.9294838","138.5974186","Adelaide Central Market","Adelaide Central Market, Adelaide CBD, Adelaide, Australia","ok","","","","","","","","unresolved"
"Adelaide","Australia","AU","Glenelg","Beachside dining tourist area","high","-34.9804813","138.5094475","Glenelg Jetty","Glenelg Jetty, Glenelg, Adelaide, Australia","ok","10306","australia/south-australia/adelaide/glenelg","neighborhood","10306.jpg","australia/south-australia/adelaide/glenelg.jpg","seed:australia/south-australia/adelaide/glenelg","0.5","resolved"
"Adelaide","Australia","AU","North Adelaide","Affluent walkable dining district","high","-34.911335","138.5881527","North Adelaide Golf Course","North Adelaide Golf Course, North Adelaide, Adelaide, Australia","ok","181655","australia/south-australia/adelaide/north-adelaide","neighborhood","181655.jpg","australia/south-australia/adelaide/north-adelaide.jpg","seed:australia/south-australia/adelaide/north-adelaide","0.7","resolved"
"Adelaide","Australia","AU","Norwood","Trendy cafe shopping strip","high","-34.9213037","138.6320009","The Parade","The Parade, Norwood, Adelaide, Australia","ok","6270058","australia/south-australia/adelaide/norwood","neighborhood","6270058.jpg","australia/south-australia/adelaide/norwood.jpg","city-slug:australia/south-australia/adelaide/norwood","0.0","resolved"
"Adelaide","Australia","AU","Prospect","Trendy cafe residential area","medium","-34.8825913","138.5937099","Prospect Road","Prospect Road, Prospect, Adelaide, Australia","ok","601995","australia/south-australia/adelaide/prospect","neighborhood","601995.jpg","australia/south-australia/adelaide/prospect.jpg","seed:australia/south-australia/adelaide/prospect","0.1","resolved"
"Adelaide","Australia","AU","Unley","Affluent boutique dining district","medium","-34.9501411","138.6121099","Unley Oval","Unley Oval, Unley, Adelaide, Australia","ok","7404","australia/south-australia/adelaide/unley","neighborhood","7404.jpg","australia/south-australia/adelaide/unley.jpg","city-slug:australia/south-australia/adelaide/unley","0.6","resolved"
"Gold Coast","Australia","AU","Broadbeach","Upscale dining and beach district","high","-28.0316663","153.4282904","The Star Gold Coast","The Star Gold Coast, Broadbeach, Gold Coast, Australia","ok","6131452","australia/queensland/gold-coast/broadbeach-waters","neighborhood","6131452.jpg","australia/queensland/gold-coast/broadbeach-waters.jpg","seed:australia/queensland/gold-coast/broadbeach-waters","1.4","resolved"
"Gold Coast","Australia","AU","Burleigh Heads","Trendy coastal cafe culture","high","-28.0826938","153.4499389","Burleigh Heads Beach","Burleigh Heads Beach, Burleigh Heads, Gold Coast, Australia","ok","10241","australia/queensland/burleigh-heads","neighborhood","10241.jpg","australia/queensland/burleigh-heads.jpg","seed:australia/queensland/burleigh-heads","0.6","resolved"
"Gold Coast","Australia","AU","Main Beach","Affluent walkable seaside area","high","-27.9753939","153.4291196","Main Beach Surf Club","Main Beach Surf Club, Main Beach, Gold Coast, Australia","ok","6047500","australia/queensland/gold-coast/main-beach","neighborhood","6047500.jpg","australia/queensland/gold-coast/main-beach.jpg","seed:australia/queensland/gold-coast/main-beach","0.5","resolved"
"Gold Coast","Australia","AU","Surfers Paradise","Iconic beachfront tourism hub","high","-28.0021837","153.4312459","Surfers Paradise Beachfront","Surfers Paradise Beachfront, Surfers Paradise, Gold Coast, Australia","ok","9849","australia/queensland/surfers-paradise","neighborhood","9849.jpg","australia/queensland/surfers-paradise.jpg","seed:australia/queensland/surfers-paradise","0.8","resolved"
"Newcastle","Australia","AU","Cooks Hill","Trendy cafe arts district","high","-32.93","151.7666667","Cooks Hill Hotel","Cooks Hill Hotel, Cooks Hill, Newcastle, Australia","ok","6250747","australia/new-south-wales/cooks-hill","neighborhood","6250747.jpg","australia/new-south-wales/cooks-hill.jpg","seed:australia/new-south-wales/cooks-hill","0.4","resolved"
"Newcastle","Australia","AU","Honeysuckle","Revitalized waterfront dining precinct","high","-32.922699","151.7702179","Honeysuckle Boardwalk","Honeysuckle Boardwalk, Honeysuckle, Newcastle, Australia","ok","","","","","","","","unresolved"
"Newcastle","Australia","AU","Newcastle East","Walkable historic coastal core","high","-32.9260981","151.791055","Fort Scratchley","Fort Scratchley, Newcastle East, Newcastle, Australia","ok","6131882","australia/new-south-wales/newcastle-east","neighborhood","6131882.jpg","australia/new-south-wales/newcastle-east.jpg","seed:australia/new-south-wales/newcastle-east","0.1","resolved"
"Newcastle","Australia","AU","Hamilton","Walkable dining shopping strip","medium","-32.9263602","151.7564579","Hamilton TAFE","Hamilton TAFE, Hamilton, Newcastle, Australia","ok","553248634382576879","australia/new-south-wales/hamilton","neighborhood","553248634382576879.jpg","australia/new-south-wales/hamilton.jpg","city-slug:australia/new-south-wales/hamilton","1.1","resolved"
"Canberra","Australia","AU","Braddon","Trendy dining and retail strip","high","-35.2719619","149.1326108","Braddon Shops","Braddon Shops, Braddon, Canberra, Australia","ok","7372","australia/australian-capital-territory/canberra/braddon","neighborhood","7372.jpg","australia/australian-capital-territory/canberra/braddon.jpg","seed:australia/australian-capital-territory/canberra/braddon","0.3","resolved"
"Canberra","Australia","AU","Civic","Central business district","high","-35.2802271","149.1332559","Canberra Centre","Canberra Centre, Civic, Canberra, Australia","ok","","","","","","","","unresolved"
"Canberra","Australia","AU","Kingston","Upscale foreshore dining","high","-35.3127023","149.1468535","Kingston Foreshore","Kingston Foreshore, Kingston, Canberra, Australia","ok","180366","australia/australian-capital-territory/canberra/kingston","neighborhood","180366.jpg","australia/australian-capital-territory/canberra/kingston.jpg","seed:australia/australian-capital-territory/canberra/kingston","0.3","resolved"
"Canberra","Australia","AU","Manuka","Affluent boutique precinct","high","-35.318133","149.134662","Manuka Oval","Manuka Oval, Manuka, Canberra, Australia","ok","553248635976397499","australia/australian-capital-territory/canberra/manuka","neighborhood","553248635976397499.jpg","australia/australian-capital-territory/canberra/manuka.jpg","city-slug:australia/australian-capital-territory/canberra/manuka","0.8","resolved"
"Canberra","Australia","AU","New Acton","Creative arts and dining hub","high","-35.2841887","149.1245382","NewActon Nishi","NewActon Nishi, New Acton, Canberra, Australia","ok","","","","","","","","unresolved"
"Canberra","Australia","AU","Dickson","Diverse dining district","medium","-35.2509078","149.1378765","Dickson Tradies Club","Dickson Tradies Club, Dickson, Canberra, Australia","ok","6131231","australia/australian-capital-territory/canberra/dickson","neighborhood","6131231.jpg","australia/australian-capital-territory/canberra/dickson.jpg","city-slug:australia/australian-capital-territory/canberra/dickson","0.4","resolved"
"Sunshine Coast","Australia","AU","Maroochydore","central beachfront commercial hub","high","-26.65447","153.1036287","Maroochydore Beach","Maroochydore Beach, Maroochydore, Sunshine Coast, Australia","ok","2243","australia/queensland/sunshine-coast/maroochydore","neighborhood","2243.jpg","australia/queensland/sunshine-coast/maroochydore.jpg","city-slug:australia/queensland/sunshine-coast/maroochydore","2.2","resolved"
"Sunshine Coast","Australia","AU","Mooloolaba","beachfront dining tourism district","high","-26.6784354","153.1183754","Mooloolaba Esplanade","Mooloolaba Esplanade, Mooloolaba, Sunshine Coast, Australia","ok","181627","australia/queensland/sunshine-coast/mooloolaba","neighborhood","181627.jpg","australia/queensland/sunshine-coast/mooloolaba.jpg","seed:australia/queensland/sunshine-coast/mooloolaba","0.7","resolved"
"Sunshine Coast","Australia","AU","Noosa Heads","upscale beachfront dining tourism district","high","-26.3819009","153.0991617","Noosa National Park","Noosa National Park, Noosa Heads, Sunshine Coast, Australia","ok","181632","australia/queensland/sunshine-coast/noosa-heads","neighborhood","181632.jpg","australia/queensland/sunshine-coast/noosa-heads.jpg","seed:australia/queensland/sunshine-coast/noosa-heads","2.0","resolved"
"Sunshine Coast","Australia","AU","Caloundra","coastal commercial dining town","medium","-26.8069452","153.131696","Bulcock Beach","Bulcock Beach, Caloundra, Sunshine Coast, Australia","ok","6695","australia/queensland/sunshine-coast/caloundra","neighborhood","6695.jpg","australia/queensland/sunshine-coast/caloundra.jpg","city-slug:australia/queensland/sunshine-coast/caloundra","0.2","resolved"
"Logan City","Australia","AU","Springwood","central commercial and dining hub","medium","-27.6332567","153.1375916","Springwood Central Shopping Centre","Springwood Central Shopping Centre, Springwood, Logan City, Australia","ok","","","","","","","","unresolved"
"Logan City","Australia","AU","Beenleigh","central transit and retail area","low","-27.7178487","153.204579","Beenleigh Railway Station","Beenleigh Railway Station, Beenleigh, Logan City, Australia","ok","","","","","","","","unresolved"
"Wollongong","Australia","AU","Wollongong CBD","central beachside business core","high","-34.4312707","150.9025564","Wollongong City Beach","Wollongong City Beach, Wollongong CBD, Wollongong, Australia","ok","553248635976387504","australia/new-south-wales/wollongong-cbd","neighborhood","553248635976387504.jpg","australia/new-south-wales/wollongong-cbd.jpg","seed:australia/new-south-wales/wollongong-cbd","0.5","resolved"
"Wollongong","Australia","AU","North Wollongong","beachside dining cafe area","medium","-34.415197","150.901291","North Wollongong Beach Pavilion","North Wollongong Beach Pavilion, North Wollongong, Wollongong, Australia","ok","553248634374338218","australia/new-south-wales/wollongong/north-wollongong","neighborhood","553248634374338218.jpg","australia/new-south-wales/wollongong/north-wollongong.jpg","seed:australia/new-south-wales/wollongong/north-wollongong","1.1","resolved"
"Geelong","Australia","AU","Central Geelong","Waterfront dining shopping district","high","-38.1436956","144.3629778","Geelong Waterfront Carousel","Geelong Waterfront Carousel, Central Geelong, Geelong, Australia","ok","","","","","","","","unresolved"
"Geelong","Australia","AU","Geelong Waterfront","Revitalized promenade dining tourism","high","-38.1468247","144.3689464","Eastern Beach Reserve","Eastern Beach Reserve, Geelong Waterfront, Geelong, Australia","ok","","","","","","","","unresolved"
