"parent_id","neighborhood","city","region","country","country_code","destination"
"neighborhoods/bh-ar-rifa/city-centre","City Centre","Ar Rifā‘","","Bahrain","BH","City Centre, Ar Rifā‘, Bahrain"
"neighborhoods/bh-madinat-hamad/city-centre","City Centre","Madīnat Ḩamad","","Bahrain","BH","City Centre, Madīnat Ḩamad, Bahrain"
"neighborhoods/bi-bujumbura/centre-ville","Centre-ville","Bujumbura","","Burundi","BI","Centre-ville, Bujumbura, Burundi"
"neighborhoods/bi-bujumbura/kiriri","Kiriri","Bujumbura","","Burundi","BI","Kiriri, Bujumbura, Burundi"
"neighborhoods/bi-bujumbura/rohero","Rohero","Bujumbura","","Burundi","BI","Rohero, Bujumbura, Burundi"
"neighborhoods/bj-abomey/city-centre","City Centre","Abomey","","Benin","BJ","City Centre, Abomey, Benin"
"neighborhoods/bj-abomey-calavi/town-center","Town Center","Abomey-Calavi","","Benin","BJ","Town Center, Abomey-Calavi, Benin"
"neighborhoods/bj-cotonou/cadjehoun","Cadjehoun","Cotonou","","Benin","BJ","Cadjehoun, Cotonou, Benin"
"neighborhoods/bj-cotonou/haie-vive","Haie Vive","Cotonou","","Benin","BJ","Haie Vive, Cotonou, Benin"
"neighborhoods/bj-godome/centre","Centre","Godomè","","Benin","BJ","Centre, Godomè, Benin"
"neighborhoods/bj-parakou/centre-ville","Centre-ville","Parakou","","Benin","BJ","Centre-ville, Parakou, Benin"
"neighborhoods/bj-porto-novo/city-center","City Center","Porto-Novo","","Benin","BJ","City Center, Porto-Novo, Benin"
"neighborhoods/bo-cochabamba/el-prado","El Prado","Cochabamba","","Bolivia","BO","El Prado, Cochabamba, Bolivia"
"neighborhoods/bo-cochabamba/recoleta","Recoleta","Cochabamba","","Bolivia","BO","Recoleta, Cochabamba, Bolivia"
"neighborhoods/bo-la-paz/calacoto","Calacoto","La Paz","","Bolivia","BO","Calacoto, La Paz, Bolivia"
"neighborhoods/bo-la-paz/zona-sur","Zona Sur","La Paz","","Bolivia","BO","Zona Sur, La Paz, Bolivia"
"neighborhoods/bo-oruro/city-centre","City Centre","Oruro","","Bolivia","BO","City Centre, Oruro, Bolivia"
"neighborhoods/bo-potosi/city-centre","City Centre","Potosí","","Bolivia","BO","City Centre, Potosí, Bolivia"
"neighborhoods/bo-santa-cruz-de-la-sierra/centro","Centro","Santa Cruz de la Sierra","","Bolivia","BO","Centro, Santa Cruz de la Sierra, Bolivia"
"neighborhoods/bo-santa-cruz-de-la-sierra/equipetrol","Equipetrol","Santa Cruz de la Sierra","","Bolivia","BO","Equipetrol, Santa Cruz de la Sierra, Bolivia"
"neighborhoods/bo-santa-cruz-de-la-sierra/las-palmas","Las Palmas","Santa Cruz de la Sierra","","Bolivia","BO","Las Palmas, Santa Cruz de la Sierra, Bolivia"
"neighborhoods/bo-sucre/city-centre","City Centre","Sucre","","Bolivia","BO","City Centre, Sucre, Bolivia"
"neighborhoods/bo-tarija/city-centre","City Centre","Tarija","","Bolivia","BO","City Centre, Tarija, Bolivia"
"neighborhoods/br-abaetetuba/city-centre","City Centre","Abaetetuba","","Brazil","BR","City Centre, Abaetetuba, Brazil"
"neighborhoods/br-acailandia/city-centre","City Centre","Açailândia","","Brazil","BR","City Centre, Açailândia, Brazil"
"neighborhoods/br-alagoinhas/city-centre","City Centre","Alagoinhas","","Brazil","BR","City Centre, Alagoinhas, Brazil"
"neighborhoods/br-altamira/city-centre","City Centre","Altamira","","Brazil","BR","City Centre, Altamira, Brazil"
"neighborhoods/br-anapolis/centro","Centro","Anápolis","","Brazil","BR","Centro, Anápolis, Brazil"
"neighborhoods/br-angra-dos-reis/city-centre","City Centre","Angra dos Reis","","Brazil","BR","City Centre, Angra dos Reis, Brazil"
"neighborhoods/br-aparecida-de-goiania/centro","Centro","Aparecida de Goiânia","","Brazil","BR","Centro, Aparecida de Goiânia, Brazil"
"neighborhoods/br-apucarana/city-centre","City Centre","Apucarana","","Brazil","BR","City Centre, Apucarana, Brazil"
"neighborhoods/br-aracatuba/city-centre","City Centre","Araçatuba","","Brazil","BR","City Centre, Araçatuba, Brazil"
"neighborhoods/br-araguaina/city-centre","City Centre","Araguaína","","Brazil","BR","City Centre, Araguaína, Brazil"
"neighborhoods/br-araguari/city-centre","City Centre","Araguari","","Brazil","BR","City Centre, Araguari, Brazil"
"neighborhoods/br-arapiraca/city-centre","City Centre","Arapiraca","","Brazil","BR","City Centre, Arapiraca, Brazil"
"neighborhoods/br-arapongas/city-centre","City Centre","Arapongas","","Brazil","BR","City Centre, Arapongas, Brazil"
"neighborhoods/br-araraquara/city-centre","City Centre","Araraquara","","Brazil","BR","City Centre, Araraquara, Brazil"
"neighborhoods/br-araras/city-centre","City Centre","Araras","","Brazil","BR","City Centre, Araras, Brazil"
"neighborhoods/br-araruama/city-centre","City Centre","Araruama","","Brazil","BR","City Centre, Araruama, Brazil"
"neighborhoods/br-araucaria/city-centre","City Centre","Araucária","","Brazil","BR","City Centre, Araucária, Brazil"
"neighborhoods/br-araxa/city-centre","City Centre","Araxá","","Brazil","BR","City Centre, Araxá, Brazil"
"neighborhoods/br-assis/city-centre","City Centre","Assis","","Brazil","BR","City Centre, Assis, Brazil"
"neighborhoods/br-atibaia/city-centre","City Centre","Atibaia","","Brazil","BR","City Centre, Atibaia, Brazil"
"neighborhoods/br-bacabal/city-centre","City Centre","Bacabal","","Brazil","BR","City Centre, Bacabal, Brazil"
"neighborhoods/br-balsas/city-centre","City Centre","Balsas","","Brazil","BR","City Centre, Balsas, Brazil"
"neighborhoods/br-barbacena/city-centre","City Centre","Barbacena","","Brazil","BR","City Centre, Barbacena, Brazil"
"neighborhoods/br-barreiras/city-centre","City Centre","Barreiras","","Brazil","BR","City Centre, Barreiras, Brazil"
"neighborhoods/br-barretos/city-centre","City Centre","Barretos","","Brazil","BR","City Centre, Barretos, Brazil"
"neighborhoods/br-barueri/centro","Centro","Barueri","","Brazil","BR","Centro, Barueri, Brazil"
"neighborhoods/br-belford-roxo/centro","Centro","Belford Roxo","","Brazil","BR","Centro, Belford Roxo, Brazil"
"neighborhoods/br-bento-goncalves/city-centre","City Centre","Bento Gonçalves","","Brazil","BR","City Centre, Bento Gonçalves, Brazil"
"neighborhoods/br-birigui/city-centre","City Centre","Birigui","","Brazil","BR","City Centre, Birigui, Brazil"
"neighborhoods/br-blumenau/vila-germanica","Vila Germânica","Blumenau","","Brazil","BR","Vila Germânica, Blumenau, Brazil"
"neighborhoods/br-botucatu/city-centre","City Centre","Botucatu","","Brazil","BR","City Centre, Botucatu, Brazil"
"neighborhoods/br-braganca/city-centre","City Centre","Bragança","","Brazil","BR","City Centre, Bragança, Brazil"
"neighborhoods/br-braganca-paulista/city-centre","City Centre","Bragança Paulista","","Brazil","BR","City Centre, Bragança Paulista, Brazil"
"neighborhoods/br-breves/city-centre","City Centre","Breves","","Brazil","BR","City Centre, Breves, Brazil"
"neighborhoods/br-brusque/city-centre","City Centre","Brusque","","Brazil","BR","City Centre, Brusque, Brazil"
"neighborhoods/br-cachoeiro-de-itapemirim/city-centre","City Centre","Cachoeiro de Itapemirim","","Brazil","BR","City Centre, Cachoeiro de Itapemirim, Brazil"
"neighborhoods/br-caieiras/city-centre","City Centre","Caieiras","","Brazil","BR","City Centre, Caieiras, Brazil"
"neighborhoods/br-camacari/city-centre","City Centre","Camaçari","","Brazil","BR","City Centre, Camaçari, Brazil"
"neighborhoods/br-cameta/city-centre","City Centre","Cametá","","Brazil","BR","City Centre, Cametá, Brazil"
"neighborhoods/br-campinas/centro","Centro","Campinas","","Brazil","BR","Centro, Campinas, Brazil"
"neighborhoods/br-campo-grande/centro","Centro","Campo Grande","","Brazil","BR","Centro, Campo Grande, Brazil"
"neighborhoods/br-campo-largo/city-centre","City Centre","Campo Largo","","Brazil","BR","City Centre, Campo Largo, Brazil"
"neighborhoods/br-campos-dos-goytacazes/centro","Centro","Campos dos Goytacazes","","Brazil","BR","Centro, Campos dos Goytacazes, Brazil"
"neighborhoods/br-capao-redondo/centro","Centro","Capao Redondo","","Brazil","BR","Centro, Capao Redondo, Brazil"
"neighborhoods/br-caraguatatuba/city-centre","City Centre","Caraguatatuba","","Brazil","BR","City Centre, Caraguatatuba, Brazil"
"neighborhoods/br-carapicuiba/centro","Centro","Carapicuíba","","Brazil","BR","Centro, Carapicuíba, Brazil"
"neighborhoods/br-cariacica/centro","Centro","Cariacica","","Brazil","BR","Centro, Cariacica, Brazil"
"neighborhoods/br-caruaru/centro","Centro","Caruaru","","Brazil","BR","Centro, Caruaru, Brazil"
"neighborhoods/br-castanhal/city-centre","City Centre","Castanhal","","Brazil","BR","City Centre, Castanhal, Brazil"
"neighborhoods/br-catalao/city-centre","City Centre","Catalão","","Brazil","BR","City Centre, Catalão, Brazil"
"neighborhoods/br-catanduva/city-centre","City Centre","Catanduva","","Brazil","BR","City Centre, Catanduva, Brazil"
"neighborhoods/br-caxias/city-centre","City Centre","Caxias","","Brazil","BR","City Centre, Caxias, Brazil"
"neighborhoods/br-ceilandia/central","Central","Ceilândia","","Brazil","BR","Central, Ceilândia, Brazil"
"neighborhoods/br-chapeco/city-centre","City Centre","Chapecó","","Brazil","BR","City Centre, Chapecó, Brazil"
"neighborhoods/br-codo/city-centre","City Centre","Codó","","Brazil","BR","City Centre, Codó, Brazil"
"neighborhoods/br-colatina/city-centre","City Centre","Colatina","","Brazil","BR","City Centre, Colatina, Brazil"
"neighborhoods/br-conselheiro-lafaiete/city-centre","City Centre","Conselheiro Lafaiete","","Brazil","BR","City Centre, Conselheiro Lafaiete, Brazil"
"neighborhoods/br-coronel-fabriciano/city-centre","City Centre","Coronel Fabriciano","","Brazil","BR","City Centre, Coronel Fabriciano, Brazil"
"neighborhoods/br-cotia/centro","Centro","Cotia","","Brazil","BR","Centro, Cotia, Brazil"
"neighborhoods/br-crato/city-centre","City Centre","Crato","","Brazil","BR","City Centre, Crato, Brazil"
"neighborhoods/br-criciuma/city-centre","City Centre","Criciúma","","Brazil","BR","City Centre, Criciúma, Brazil"
"neighborhoods/br-cuiaba/centro","Centro","Cuiabá","","Brazil","BR","Centro, Cuiabá, Brazil"
"neighborhoods/br-cuiaba/goiabeiras","Goiabeiras","Cuiabá","","Brazil","BR","Goiabeiras, Cuiabá, Brazil"
"neighborhoods/br-divinopolis/city-centre","City Centre","Divinópolis","","Brazil","BR","City Centre, Divinópolis, Brazil"
"neighborhoods/br-dourados/city-centre","City Centre","Dourados","","Brazil","BR","City Centre, Dourados, Brazil"
"neighborhoods/br-embu-das-artes/centro-historico","Centro Histórico","Embu das Artes","","Brazil","BR","Centro Histórico, Embu das Artes, Brazil"
"neighborhoods/br-eunapolis/city-centre","City Centre","Eunápolis","","Brazil","BR","City Centre, Eunápolis, Brazil"
"neighborhoods/br-fazenda-rio-grande/city-centre","City Centre","Fazenda Rio Grande","","Brazil","BR","City Centre, Fazenda Rio Grande, Brazil"
"neighborhoods/br-feira-de-santana/centro","Centro","Feira de Santana","","Brazil","BR","Centro, Feira de Santana, Brazil"
"neighborhoods/br-formosa/city-centre","City Centre","Formosa","","Brazil","BR","City Centre, Formosa, Brazil"
"neighborhoods/br-foz-do-iguacu/centro","Centro","Foz do Iguaçu","","Brazil","BR","Centro, Foz do Iguaçu, Brazil"
"neighborhoods/br-franca/centro","Centro","Franca","","Brazil","BR","Centro, Franca, Brazil"
"neighborhoods/br-franco-da-rocha/city-centre","City Centre","Franco da Rocha","","Brazil","BR","City Centre, Franco da Rocha, Brazil"
"neighborhoods/br-gama/city-centre","City Centre","Gama","","Brazil","BR","City Centre, Gama, Brazil"
"neighborhoods/br-garanhuns/city-centre","City Centre","Garanhuns","","Brazil","BR","City Centre, Garanhuns, Brazil"
"neighborhoods/br-goiania/setor-marista","Setor Marista","Goiânia","","Brazil","BR","Setor Marista, Goiânia, Brazil"
"neighborhoods/br-goiania/setor-oeste","Setor Oeste","Goiânia","","Brazil","BR","Setor Oeste, Goiânia, Brazil"
"neighborhoods/br-grajau/town-center","Town Center","Grajaú","","Brazil","BR","Town Center, Grajaú, Brazil"
"neighborhoods/br-guarapuava/city-centre","City Centre","Guarapuava","","Brazil","BR","City Centre, Guarapuava, Brazil"
"neighborhoods/br-guaratingueta/city-centre","City Centre","Guaratinguetá","","Brazil","BR","City Centre, Guaratinguetá, Brazil"
"neighborhoods/br-guarulhos/centro","Centro","Guarulhos","","Brazil","BR","Centro, Guarulhos, Brazil"
"neighborhoods/br-igarassu/city-centre","City Centre","Igarassu","","Brazil","BR","City Centre, Igarassu, Brazil"
"neighborhoods/br-ilheus/city-centre","City Centre","Ilhéus","","Brazil","BR","City Centre, Ilhéus, Brazil"
"neighborhoods/br-imperatriz/city-centre","City Centre","Imperatriz","","Brazil","BR","City Centre, Imperatriz, Brazil"
"neighborhoods/br-indaiatuba/centro","Centro","Indaiatuba","","Brazil","BR","Centro, Indaiatuba, Brazil"
"neighborhoods/br-ipatinga/city-centre","City Centre","Ipatinga","","Brazil","BR","City Centre, Ipatinga, Brazil"
"neighborhoods/br-ipojuca/city-centre","City Centre","Ipojuca","","Brazil","BR","City Centre, Ipojuca, Brazil"
"neighborhoods/br-itabaiana/city-centre","City Centre","Itabaiana","","Brazil","BR","City Centre, Itabaiana, Brazil"
"neighborhoods/br-itabira/city-centre","City Centre","Itabira","","Brazil","BR","City Centre, Itabira, Brazil"
"neighborhoods/br-itaborai/city-centre","City Centre","Itaboraí","","Brazil","BR","City Centre, Itaboraí, Brazil"
"neighborhoods/br-itabuna/city-centre","City Centre","Itabuna","","Brazil","BR","City Centre, Itabuna, Brazil"
"neighborhoods/br-itacoatiara/city-centre","City Centre","Itacoatiara","","Brazil","BR","City Centre, Itacoatiara, Brazil"
"neighborhoods/br-itaguai/city-centre","City Centre","Itaguaí","","Brazil","BR","City Centre, Itaguaí, Brazil"
"neighborhoods/br-itaituba/city-centre","City Centre","Itaituba","","Brazil","BR","City Centre, Itaituba, Brazil"
"neighborhoods/br-itanhaem/city-centre","City Centre","Itanhaém","","Brazil","BR","City Centre, Itanhaém, Brazil"
"neighborhoods/br-itaperuna/city-centre","City Centre","Itaperuna","","Brazil","BR","City Centre, Itaperuna, Brazil"
"neighborhoods/br-itapetininga/city-centre","City Centre","Itapetininga","","Brazil","BR","City Centre, Itapetininga, Brazil"
"neighborhoods/br-itapipoca/city-centre","City Centre","Itapipoca","","Brazil","BR","City Centre, Itapipoca, Brazil"
"neighborhoods/br-itaquaquecetuba/centro","Centro","Itaquaquecetuba","","Brazil","BR","Centro, Itaquaquecetuba, Brazil"
"neighborhoods/br-itatiba/city-centre","City Centre","Itatiba","","Brazil","BR","City Centre, Itatiba, Brazil"
"neighborhoods/br-itu/city-centre","City Centre","Itu","","Brazil","BR","City Centre, Itu, Brazil"
"neighborhoods/br-ituiutaba/city-centre","City Centre","Ituiutaba","","Brazil","BR","City Centre, Ituiutaba, Brazil"
"neighborhoods/br-jacarei/city-centre","City Centre","Jacareí","","Brazil","BR","City Centre, Jacareí, Brazil"
"neighborhoods/br-japeri/city-centre","City Centre","Japeri","","Brazil","BR","City Centre, Japeri, Brazil"
"neighborhoods/br-jaragua-do-sul/city-centre","City Centre","Jaraguá do Sul","","Brazil","BR","City Centre, Jaraguá do Sul, Brazil"
"neighborhoods/br-jatai/city-centre","City Centre","Jataí","","Brazil","BR","City Centre, Jataí, Brazil"
"neighborhoods/br-jau/city-centre","City Centre","Jaú","","Brazil","BR","City Centre, Jaú, Brazil"
"neighborhoods/br-jequie/city-centre","City Centre","Jequié","","Brazil","BR","City Centre, Jequié, Brazil"
"neighborhoods/br-ji-parana/city-centre","City Centre","Ji Paraná","","Brazil","BR","City Centre, Ji Paraná, Brazil"
"neighborhoods/br-juazeiro-do-norte/city-centre","City Centre","Juazeiro do Norte","","Brazil","BR","City Centre, Juazeiro do Norte, Brazil"
"neighborhoods/br-jundiai/centro","Centro","Jundiaí","","Brazil","BR","Centro, Jundiaí, Brazil"
"neighborhoods/br-lagarto/city-centre","City Centre","Lagarto","","Brazil","BR","City Centre, Lagarto, Brazil"
"neighborhoods/br-lages/city-centre","City Centre","Lages","","Brazil","BR","City Centre, Lages, Brazil"
"neighborhoods/br-lauro-de-freitas/city-centre","City Centre","Lauro de Freitas","","Brazil","BR","City Centre, Lauro de Freitas, Brazil"
"neighborhoods/br-lavras/city-centre","City Centre","Lavras","","Brazil","BR","City Centre, Lavras, Brazil"
"neighborhoods/br-linhares/city-centre","City Centre","Linhares","","Brazil","BR","City Centre, Linhares, Brazil"
"neighborhoods/br-londrina/gleba-palhano","Gleba Palhano","Londrina","","Brazil","BR","Gleba Palhano, Londrina, Brazil"
"neighborhoods/br-luis-eduardo-magalhaes/city-centre","City Centre","Luis Eduardo Magalhães","","Brazil","BR","City Centre, Luis Eduardo Magalhães, Brazil"
"neighborhoods/br-luziania/city-centre","City Centre","Luziânia","","Brazil","BR","City Centre, Luziânia, Brazil"
"neighborhoods/br-macae/city-centre","City Centre","Macaé","","Brazil","BR","City Centre, Macaé, Brazil"
"neighborhoods/br-macapa/centro","Centro","Macapá","","Brazil","BR","Centro, Macapá, Brazil"
"neighborhoods/br-mage/city-centre","City Centre","Magé","","Brazil","BR","City Centre, Magé, Brazil"
"neighborhoods/br-manacapuru/city-centre","City Centre","Manacapuru","","Brazil","BR","City Centre, Manacapuru, Brazil"
"neighborhoods/br-maraba/city-centre","City Centre","Marabá","","Brazil","BR","City Centre, Marabá, Brazil"
"neighborhoods/br-marica/city-centre","City Centre","Maricá","","Brazil","BR","City Centre, Maricá, Brazil"
"neighborhoods/br-marilia/city-centre","City Centre","Marília","","Brazil","BR","City Centre, Marília, Brazil"
"neighborhoods/br-maringa/centro","Centro","Maringá","","Brazil","BR","Centro, Maringá, Brazil"
"neighborhoods/br-maringa/zona-1","Zona 1","Maringá","","Brazil","BR","Zona 1, Maringá, Brazil"
"neighborhoods/br-maringa/zona-7","Zona 7","Maringá","","Brazil","BR","Zona 7, Maringá, Brazil"
